ID,IPA,POS,Alt form,Def,defFr,defDu,defEn,C1 IPA,C2 IPA,C1 Voicing,C2 Voicing,C1 place,C2 place,Homorganic,C1 Manner,C2 Manner,T-D,N-ND,D-ND,KP-K,T-N,T-ND,D-N
2730,kɔtɔ,(v.),,"effleurer en passant, frôler, manquer un but, enle^ ver une partie. Rakelings neven bewegen, afschampen al voorbijgaand, doel missen, afscheppen, tegenaan afsteken.","effleurer en passant, frôler, manquer un but, enle^ ver une partie","Rakelings neven bewegen, afschampen al voorbijgaand, doel missen, afscheppen, tegenaan afsteken",,k,t,voiceless,voiceless,dor,cor,non-homorganic,T,T,No,No,No,No,No,No,No
2731,kɔ̀ya̍,"(s. vx., cfr.)",bíkɔ̀ya̍, : grand couteau (ancien). Groot mes.,bíkɔ̀ya̍ : grand couteau (ancien),Groot mes,,k,y,voiceless,voiced,dor,other,non-homorganic,T,other,No,No,No,No,No,No,No
2732,kɔ̀yɔ̍,(s.),,poisson. Vis.,poisson,Vis,,k,y,voiceless,voiced,dor,other,non-homorganic,T,other,No,No,No,No,No,No,No
2733,kɔ̀yɔ̍,(s.), zɛ́lɛ́ kɔ̀yɔ̍," : stade avancé du pian. Pianziekte in gevorder de staat,",", zɛ́lɛ́ kɔ̀yɔ̍ : stade avancé du pian","Pianziekte in gevorder de staat,",,k,y,voiceless,voiced,dor,other,non-homorganic,T,other,No,No,No,No,No,No,No
2747,kpálá,(s.),,"graines, semences, boutures, animaux d'élevage ; graines —, plantes cultivées, progéniture. Zaai •— en plantzaad, plantsoen, stek, kweekdieren ; gekweekte zaden, planten of dieren.","graines, semences, boutures, animaux d'élevage ; graines —, plantes cultivées, progéniture","Zaai •— en plantzaad, plantsoen, stek, kweekdieren ; gekweekte zaden, planten of dieren",,kp,l,voiceless,voiced,labdor,other,non-homorganic,T,other,No,No,No,No,No,No,No
2748,kpãlã,(v.),,"être sur, — amer, s'aigrir, tourner, se gâter. Zuur ■—, bitter zijn, verzuren.","être sur, — amer, s'aigrir, tourner, se gâter","Zuur ■—, bitter zijn, verzuren",,kp,l,voiceless,voiced,labdor,other,non-homorganic,T,other,No,No,No,No,No,No,No
2749,kpálɛ̀,(s.),,"produits des champs. Veldvruchten, gewassen.",produits des champs,"Veldvruchten, gewassen",,kp,l,voiceless,voiced,labdor,other,non-homorganic,T,other,No,No,No,No,No,No,No
2751,kpàlo̍,(s. vx.),,échange. Ruiling bij uithuwen.,échange,Ruiling bij uithuwen,,kp,l,voiceless,voiced,labdor,other,non-homorganic,T,other,No,No,No,No,No,No,No
2753,kpánà,(s.),,"jarre, pot en terre cuite. Stenen pot, grote brede kruik.","jarre, pot en terre cuite","Stenen pot, grote brede kruik",,kp,n,voiceless,voiced,labdor,cor,non-homorganic,T,N,No,No,No,No,Yes,No,No
2756,kpáŋgà,(s. étr.),,pain de manioc. Maniokbrood; gekookte maniok- brij in blad gerold.,pain de manioc,Maniokbrood; gekookte maniok- brij in blad gerold,,kp,ŋg,voiceless,voiced,labdor,dor,non-homorganic,T,ND,No,No,No,Yes,No,No,No
2757,kpasa,(v.),,"croître, pousser, revivre ; faire revivre, guérir, sauver. Opgroeien, wassen, herleven; doen herleven, redden.","croître, pousser, revivre ; faire revivre, guérir, sauver","Opgroeien, wassen, herleven; doen herleven, redden",,kp,s,voiceless,voiceless,labdor,other,non-homorganic,T,other,No,No,No,No,No,No,No
2760,kpã̀sã̀,(s.),,lézard vénimeux par ses griffes. Vergiftige hagedis.,lézard vénimeux par ses griffes,Vergiftige hagedis,,kp,s,voiceless,voiceless,labdor,other,non-homorganic,T,other,No,No,No,No,No,No,No
2765,kpɛ̀kà,(s.),,bistouri pour tatouage. Tatoeëermesje.,bistouri pour tatouage,Tatoeëermesje,,kp,k,voiceless,voiceless,labdor,dor,non-homorganic,T,T,No,No,No,Yes,No,No,No
2766,kpɛ̀kà,"(s., cfr.)",pɛ̀tɛ́kɛ̀lɛ̍ ,: déclic ■d'un piège. Springstokje van strop.,pɛ̀tɛ́kɛ̀lɛ̍ : déclic ■d'un piège,Springstokje van strop,,kp,k,voiceless,voiceless,labdor,dor,non-homorganic,T,T,No,No,No,Yes,No,No,No
2767,kpɛ́là,(s.),,souris striée. * Gestreepte gfondmuis (Lemniscomys) •,souris striée,* Gestreepte gfondmuis (Lemniscomys) •,,kp,l,voiceless,voiced,labdor,other,non-homorganic,T,other,No,No,No,No,No,No,No
2769,kpɛ̀ŋga̍,(s.),,"lame —, fer d’arme ou d'outil sans manche.. Ijzer van getuig (zonder handvat).","lame —, fer d’arme ou d'outil sans manche",,,kp,ŋg,voiceless,voiced,labdor,dor,non-homorganic,T,ND,No,No,No,Yes,No,No,No
2771,kpi̍li̍,(s.),,flèche. Pijl.,flèche,Pijl,,kp,l,voiceless,voiced,labdor,other,non-homorganic,T,other,No,No,No,No,No,No,No
2772,kpĩlĩ,(v.),,"presser, presser en tordant. Uitwringen.","presser, presser en tordant",Uitwringen,,kp,l,voiceless,voiced,labdor,other,non-homorganic,T,other,No,No,No,No,No,No,No
2778,kpolo,(v.),,"égratigner, érafler, meurtrir. Schrammen, schrabben, kneuzen.","égratigner, érafler, meurtrir","Schrammen, schrabben, kneuzen",,kp,l,voiceless,voiced,labdor,other,non-homorganic,T,other,No,No,No,No,No,No,No
2779,kpolo,(v.),kpòlò tɛ̍- ,", : retourner, revenir. Terugkeren.",", kpòlò tɛ̍- : retourner, revenir",Terugkeren,,kp,l,voiceless,voiced,labdor,other,non-homorganic,T,other,No,No,No,No,No,No,No
2780,kpólò,(s.),,"courbe, coude, angle,, nodosité. Kromming, hoek, knoest.","courbe, coude, angle,, nodosité","Kromming, hoek, knoest",,kp,l,voiceless,voiced,labdor,other,non-homorganic,T,other,No,No,No,No,No,No,No
2781,kpòŋbò,(s.),,tabouret indigène. Stoeltje zonder leuning' - uit hout.,tabouret indigène,Stoeltje zonder leuning' - uit hout,,kp,ŋb,voiceless,voiced,labdor,labdor,homorganic,T,ND,No,No,No,No,No,No,No
2785,kpɔ̀kpɔ̀,(s.),,chaussures. Schoeisel.,chaussures,Schoeisel,,kp,kp,voiceless,voiceless,labdor,labdor,homorganic,T,T,No,No,No,No,No,No,No
2786,kpɔ̃lɔ̃,(v.),,"détacher d’une grappe, — d’une enveloppe, — d’une quantité ; se détacher d’une grappe, etc. Uitplukken, uitnemen wat vasthangt ; uitvallen, afvallen van iets dat vastzat.","détacher d’une grappe, — d’une enveloppe, — d’une quantité ; se détacher d’une grappe, etc","Uitplukken, uitnemen wat vasthangt ; uitvallen, afvallen van iets dat vastzat",,kp,l,voiceless,voiced,labdor,other,non-homorganic,T,other,No,No,No,No,No,No,No
2787,kpɔ̃lɔ̃,(v. : cfr.),,"égratigner, érafler. Schrammen, licht kwetsen.","égratigner, érafler","Schrammen, licht kwetsen",,kp,l,voiceless,voiced,labdor,other,non-homorganic,T,other,No,No,No,No,No,No,No
2792,kpù’dú,(s.),,hameçon forgé pour pêche de fond. Gesmede vishaak.,hameçon forgé pour pêche de fond,Gesmede vishaak,,kp,d',voiceless,voiced,labdor,cor,non-homorganic,T,other,No,No,No,No,No,No,No
2793,kpu’du,(v.),,"être résistant, — élastique et coriace, résister aux coups ; éprouver une résistance, rebondir. Taai zijn, weerstand bieden (aan snee of punt); weerstand lijden, terugspringen (op).","être résistant, — élastique et coriace, résister aux coups ; éprouver une résistance, rebondir","Taai zijn, weerstand bieden (aan snee of punt); weerstand lijden, terugspringen (op)",,kp,d',voiceless,voiced,labdor,cor,non-homorganic,T,other,No,No,No,No,No,No,No
2797,kùbà,(s.)," lì kùbà, dà kùbà",", : étui —■, sachet s’attachant à la ceinture. Lendentasje, kogelkoker.",", lì kùbà, dà kùbà : étui —■, sachet s’attachant à la ceinture","Lendentasje, kogelkoker",,k,b,voiceless,voiced,dor,lab,non-homorganic,T,D,Yes,No,No,No,No,No,No
2798,ku̍’bà,(s.),,"incantation contre les voleurs. Bezwering tegen dieven, tovermiddel.",,,,k,b',voiceless,voiced,dor,lab,non-homorganic,T,other,No,No,No,No,No,No,No
2800,ku’bu,(v.),kù’bù tu̍lu̍,",  : se vêtir d’une bande d’étoffe. Stuk goéd' aanknopen.",,,,k,b',voiceless,voiced,dor,lab,non-homorganic,T,other,No,No,No,No,No,No,No
2801,kù’bu̍,(s.),,"alcôve. Alkoof, afgesloten slaapvertrek.",,,,k,b',voiceless,voiced,dor,lab,non-homorganic,T,other,No,No,No,No,No,No,No
2802,ku̍’da̍,(s.),,dette. Schuld.,dette,Schuld,,k,d',voiceless,voiced,dor,cor,non-homorganic,T,other,No,No,No,No,No,No,No
2803,kùkà,(s.),,grand arbre a bois brun dur. Grote boom met hard bruin hout (Macrolobium coeruloides).,grand arbre a bois brun dur,Grote boom met hard bruin hout (Macrolobium coeruloides),,k,k,voiceless,voiceless,dor,dor,homorganic,T,T,No,No,No,No,No,No,No
2805,kùlà,(s.),,"ayant rapport à la naissance. Geboorte, bij geboorte.",ayant rapport à la naissance,"Geboorte, bij geboorte",,k,l,voiceless,voiced,dor,other,non-homorganic,T,other,No,No,No,No,No,No,No
2806,kùla̍,(s.),,"tante paternelle. Tante langs vaders kant, vaders zuster.",tante paternelle,"Tante langs vaders kant, vaders zuster",,k,l,voiceless,voiced,dor,other,non-homorganic,T,other,No,No,No,No,No,No,No
2807,kúlà,(s.),,arbre à coeur rouge ; fard rouge provenant du bois broyé. Boom met rood hart; roodset van kulahout tot poeder gestampt.,,,,k,l,voiceless,voiced,dor,other,non-homorganic,T,other,No,No,No,No,No,No,No
2808,kúlì,(s.),,oeuf. Ei.,oeuf,Ei,,k,l,voiceless,voiced,dor,other,non-homorganic,T,other,No,No,No,No,No,No,No
2809,kũ̀lî,(s.),,nudité. Naaktheid.,nudité,Naaktheid,,k,l,voiceless,voiced,dor,other,non-homorganic,T,other,No,No,No,No,No,No,No
2810,kulu,(v.),,quitter la place. Plaats verlaten.,,,,k,l,voiceless,voiced,dor,other,non-homorganic,T,other,No,No,No,No,No,No,No
2812,kùlù-,(s.),kùlú sà ,", : jeunes pousses d’une courge recherché comme légumes. Jonge scheuten van ^ pompoenrank als groenten.",", kùlú sà : jeunes pousses d’une courge recherché comme légumes",Jonge scheuten van ^ pompoenrank als groenten,,k,l,voiceless,voiced,dor,other,non-homorganic,T,other,No,No,No,No,No,No,No
2814,kúmà,(s.),,python. Pytoenslang.,python,Pytoenslang,,k,m,voiceless,voiced,dor,lab,non-homorganic,T,N,No,No,No,No,Yes,No,No
2815,kùmbà,(s.),,canne à sucre. Suikerriet.,canne à sucre,Suikerriet,,k,mb,voiceless,voiced,dor,lab,non-homorganic,T,ND,No,No,No,No,No,No,No
2816,kumu,(v.),,"s’éteindre, périr ; exterminer. Uitsterven ; uitroeien.","s’éteindre, périr ; exterminer",Uitsterven ; uitroeien,,k,m,voiceless,voiced,dor,lab,non-homorganic,T,N,No,No,No,No,Yes,No,No
2817,kùndà,(s.),,"défaut corporel, accident,'mort. Gebrèkkighdd, ongeluk, dood,","défaut corporel, accident,'mort","Gebrèkkighdd, ongeluk, dood,",,k,nd,voiceless,voiced,dor,cor,non-homorganic,T,ND,No,No,No,No,No,No,No
2818,kùndú,(s.),,guitare indigène. Gitaar.,guitare indigène,Gitaar,,k,nd,voiceless,voiced,dor,cor,non-homorganic,T,ND,No,No,No,No,No,No,No
2819,kunu,(v.),,"réprimer —, contenir sa douleur, — sa c'olère, ne vouloir répondre. Pijn of gramschap verbijten, 'niet Willen antwoorden.","réprimer —, contenir sa douleur, — sa c'olère, ne vouloir répondre","Pijn of gramschap verbijten, 'niet Willen antwoorden",,k,n,voiceless,voiced,dor,cor,non-homorganic,T,N,No,No,No,No,Yes,No,No
2820,kunu,(v.),,"pousser à nouveau, bourgeonner. Uitschieten, uitbotten.","pousser à nouveau, bourgeonner","Uitschieten, uitbotten",,k,n,voiceless,voiced,dor,cor,non-homorganic,T,N,No,No,No,No,Yes,No,No
2821,kùnù-,(s.),,"nombril ; anse de pot, — de seau. Navdbuik, navelstreng; hengsel, oor (van pot).","nombril ; anse de pot, — de seau","Navdbuik, navelstreng; hengsel, oor (van pot)",,k,n,voiceless,voiced,dor,cor,non-homorganic,T,N,No,No,No,No,Yes,No,No
2822,ku̍ŋba̍,(s.),,gros mortier pour piler le maïs. Brede en lage stampUok„,gros mortier pour piler le maïs,Brede en lage stampUok„,,k,ŋb,voiceless,voiced,dor,labdor,non-homorganic,T,ND,No,No,No,No,No,No,No
2823,kùŋgu̍,(s.),,crochet. Haak.,crochet,Haak,,k,ŋg,voiceless,voiced,dor,dor,homorganic,T,ND,No,No,No,No,No,No,No
2825,ku̍sa̍,(s.),,"liane sarmenteuse, donnant des fibres fortes pour cordages. Slingerplant met sterke schorsvezels (Maniophytum africanum).","liane sarmenteuse, donnant des fibres fortes pour cordages",Slingerplant met sterke schorsvezels (Maniophytum africanum),,k,s,voiceless,voiceless,dor,other,non-homorganic,T,other,No,No,No,No,No,No,No
2827,kùsì,(s.),,foyer de trois pierres ou blocs de limon durci ; pierre servant au foyer. Haard uit drie stenen; haardsteen.,foyer de trois pierres ou blocs de limon durci ; pierre servant au foyer,Haard uit drie stenen; haardsteen,,k,s,voiceless,voiceless,dor,other,non-homorganic,T,other,No,No,No,No,No,No,No
2828,kusu,(v.),,soulever pour déposer. Opheffen en naar beneden plaatsen.,,,,k,s,voiceless,voiceless,dor,other,non-homorganic,T,other,No,No,No,No,No,No,No
2829,kútá,(s.),,harpon à hampe se détachant mais reliée au fer par une corde. Harpoen met losse steel verbonden met koorde,harpon à hampe se détachant mais reliée au fer par une corde,Harpoen met losse steel verbonden met koorde,,k,t,voiceless,voiceless,dor,cor,non-homorganic,T,T,No,No,No,No,No,No,No
2832,kutu,(v.),,"faire de la vapeur, — du brouillard, — de la poussière ; être couvert de poussière, être moisi. Dampen, mistig zijn, stuiven, roken ; bestoven —r beschimmeld zijn.",,,,k,t,voiceless,voiceless,dor,cor,non-homorganic,T,T,No,No,No,No,No,No,No
2833,kutu,(v.),,sécher (la gorge) ; être sec. Droog zijn (van keel); uitdrogen.,sécher (la gorge) ; être sec,Droog zijn (van keel); uitdrogen,,k,t,voiceless,voiceless,dor,cor,non-homorganic,T,T,No,No,No,No,No,No,No
2836,kùtu̍,(s.),,"brouillard, ciel embrumé. Mist, mistlucht.","brouillard, ciel embrumé","Mist, mistlucht",,k,t,voiceless,voiceless,dor,cor,non-homorganic,T,T,No,No,No,No,No,No,No
2837,la’da,(v.),,"lécher, sucer, laper. Likken, afzuigen, slabberen.","lécher, sucer, laper","Likken, afzuigen, slabberen",,l,d',voiced,voiced,other,cor,non-homorganic,other,other,No,No,No,No,No,No,No
2838,làkà,(s.),,fourmi. Mier (van aile soorten ).,fourmi,Mier (van aile soorten ),,l,k,voiced,voiceless,other,dor,non-homorganic,other,T,No,No,No,No,No,No,No
2840,lãmã,(v. r.),,"faire un paquet, faire une boule. In een bussel binden, bol vormen.","faire un paquet, faire une boule","In een bussel binden, bol vormen",,l,m,voiced,voiced,other,lab,non-homorganic,other,N,No,No,No,No,No,No,No
2841,lã́mã́,"(s., cfr.)","kìlì, ’búá ",: boule. Bol.,,,,l,m,voiced,voiced,other,lab,non-homorganic,other,N,No,No,No,No,No,No,No
2842,làmba̍,(s.),,tissu de raphia. Rafia- weefsel.,tissu de raphia,Rafia- weefsel,,l,mb,voiced,voiced,other,lab,non-homorganic,other,ND,No,No,No,No,No,No,No
2844,làŋbà,(s.), la̍ŋba̍ tè,"., = : long bâton couché, poutre, bâton couché servant de support. Lange Kgstok (van dak enz.)",,,,l,ŋb,voiced,voiced,other,labdor,non-homorganic,other,ND,No,No,No,No,No,No,No
2846,làpà,(s.),,herminette. Kleine dissel om hout te bewerken.,herminette,Kleine dissel om hout te bewerken,,l,p,voiced,voiceless,other,lab,non-homorganic,other,T,No,No,No,No,No,No,No
2849,leŋge,(v.),,"penser, réfléchir. Denken, overdenken., denken aan.","penser, réfléchir","Denken, overdenken",,l,ŋg,voiced,voiced,other,dor,non-homorganic,other,ND,No,No,No,No,No,No,No
2853,lɛ́fà,(s.),,engoulevent. Nachtzwaluw.,engoulevent,Nachtzwaluw,,l,f,voiced,voiceless,other,other,homorganic,other,other,No,No,No,No,No,No,No
2854,lɛ̀fɛ̀-,(s.),,langue. Tong.,langue,Tong,,l,f,voiced,voiceless,other,other,homorganic,other,other,No,No,No,No,No,No,No
2855,lɛmbɛ,(v. cfr.),ɛfɛ, : être succulent. Smakelijk zijn.,ɛfɛ : être succulent,Smakelijk zijn,,l,mb,voiced,voiced,other,lab,non-homorganic,other,ND,No,No,No,No,No,No,No
2856,lɛŋɛ,(v.),,"trançher, couper •—, scier en deux ; s’amincir au milieu. Doorkappen, doorzagen. In het midden dun zijn, verdunnen, in het midden.","trançher, couper •—, scier en deux ; s’amincir au milieu","Doorkappen, doorzagen",,l,ŋ,voiced,voiced,other,dor,non-homorganic,other,N,No,No,No,No,No,No,No
2857,lɛ̍ŋgɛ̍,(s.),,"histoire, conte, conversation. Vertelling, gesprek.","histoire, conte, conversation","Vertelling, gesprek",,l,ŋg,voiced,voiced,other,dor,non-homorganic,other,ND,No,No,No,No,No,No,No
2864,lifi,(v.),,rouler en cordons. Tôt repen rollen.,rouler en cordons,Tôt repen rollen,,l,f,voiced,voiceless,other,other,homorganic,other,other,No,No,No,No,No,No,No
2865,li̍kpǒ,(s.),,sauce de légumes. Saus met groentenmoes.,sauce de légumes,Saus met groentenmoes,,l,kp,voiced,voiceless,other,labdor,non-homorganic,other,T,No,No,No,No,No,No,No
2866,lìlò,(s.),,petites ténuités. Kleine witte mierkens.,,,,l,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
2867,lìmi̍,"(s. , étr.)",,"mauvais esprit. Kwelgeest, slechte geest.",mauvais esprit,"Kwelgeest, slechte geest",,l,m,voiced,voiced,other,lab,non-homorganic,other,N,No,No,No,No,No,No,No
2868,li̍ŋba̍,(s.),líŋbá kútá ,", = : bâton d’harpon renflé au milieu. Verdikte stok van harpoenlans.",", = líŋbá kútá : bâton d’harpon renflé au milieu",Verdikte stok van harpoenlans,,l,ŋb,voiced,voiced,other,labdor,non-homorganic,other,ND,No,No,No,No,No,No,No
2869,liŋi,(v.),,"frotter, passer (la main) sur, couvrir de, enduire, entourer. Wrijven, overstrijken, overtrekken, bedekken, omringen.","frotter, passer (la main) sur, couvrir de, enduire, entourer","Wrijven, overstrijken, overtrekken, bedekken, omringen",,l,ŋ,voiced,voiced,other,dor,non-homorganic,other,N,No,No,No,No,No,No,No
2873,lógbǎ,(s.),,guêpe noire suspendant ses nids au plafond. Blauwzwarte wesp die haar nesten aan zoldering hangt.,guêpe noire suspendant ses nids au plafond,Blauwzwarte wesp die haar nesten aan zoldering hangt,,l,gb,voiced,voiced,other,labdor,non-homorganic,other,D,No,No,No,No,No,No,No
2875,lɔ̀lɔ̀,(s.),,"excréments, fumier. Uit- werpselç, drek.","excréments, fumier","Uit- werpselç, drek",,l,l,voiced,voiced,other,other,homorganic,other,other,No,No,No,No,No,No,No
2876,lɔmbɔ,(v.),,"envelopper, immerger ; être enveloppé, immergé. Jnwikkelçn, indçmpe* tçn. Ingewikkeld —, ingedqm- peld zijn.","envelopper, immerger ; être enveloppé, immergé","Jnwikkelçn, indçmpe* tçn",,l,mb,voiced,voiced,other,lab,non-homorganic,other,ND,No,No,No,No,No,No,No
2877,lɔŋbɔ,(v. r.),,s’aggraver- Al langer hoe erger worden.,s’aggraver- Al langer hoe erger worden,,,l,ŋb,voiced,voiced,other,labdor,non-homorganic,other,ND,No,No,No,No,No,No,No
2878,lɔŋgɔ,(v.),,"se ranger —, marcher l’un derrière l’autfé. Achter malkander gaan of staan, in de'rij gaan.",,,,l,ŋg,voiced,voiced,other,dor,non-homorganic,other,ND,No,No,No,No,No,No,No
2879,lɔ̀ŋɔ̍,(s.),, : porc-épic. Stekelvarken (Hystrix sp.),,,,l,ŋ,voiced,voiced,other,dor,non-homorganic,other,N,No,No,No,No,No,No,No
2880,lɔ́sɔ̀,(s. étr.),,riz. Rijst.,riz,Rijst,,l,s,voiced,voiceless,other,other,homorganic,other,other,No,No,No,No,No,No,No
2885,luku,(v.),,"fouiller (au bâton), enfoncer en fouillant. In hotte koteren, peuteren.","fouiller (au bâton), enfoncer en fouillant","In hotte koteren, peuteren",,l,k,voiced,voiceless,other,dor,non-homorganic,other,T,No,No,No,No,No,No,No
2886,luŋu,(v.),,"être désséché,-—■ vermoulu. Verdord zijn, vermolmd zijn.","être désséché,-—■ vermoulu","Verdord zijn, vermolmd zijn",,l,ŋ,voiced,voiced,other,dor,non-homorganic,other,N,No,No,No,No,No,No,No
2887,luŋu,(v. r.),,"être maussade, -— de mauvaise humeur. Gemelijk zijny, morren. .","être maussade, -— de mauvaise humeur","Gemelijk zijny, morren",,l,ŋ,voiced,voiced,other,dor,non-homorganic,other,N,No,No,No,No,No,No,No
2894,màkó,(s.),,"noix de cola, arbre à noix de cola. Kolavrucht, kolaboom.","noix de cola, arbre à noix de cola","Kolavrucht, kolaboom",,m,k,voiced,voiceless,lab,dor,non-homorganic,N,T,No,No,No,No,Yes,No,No
2895,mã̀lã́,(s.),,"rancune, haine. Wrok, nijd; haat.","rancune, haine","Wrok, nijd; haat",,m,l,voiced,voiced,lab,other,non-homorganic,N,other,No,No,No,No,No,No,No
2896,mándá,(s.),,clochette. Klokje met klepel.,clochette,Klokje met klepel,,m,nd,voiced,voiced,lab,cor,non-homorganic,N,ND,No,Yes,No,No,No,No,No
2900,máŋgà,(s.),,tabac. Tabak.,tabac,Tabak,,m,ŋg,voiced,voiced,lab,dor,non-homorganic,N,ND,No,Yes,No,No,No,No,No
2901,màŋgà,(s.),,"rame, ordinnairement en bois.de manga. Roeispaan, veelal uit mangahout.","rame, ordinnairement en bois",de manga,,m,ŋg,voiced,voiced,lab,dor,non-homorganic,N,ND,No,Yes,No,No,No,No,No
2902,màŋgà,(s.),, : arbre à bois brun pourpré très lourd. Boom met purperbruin zwaar hout (Staud- tia sp.),,,,m,ŋg,voiced,voiced,lab,dor,non-homorganic,N,ND,No,Yes,No,No,No,No,No
